title,body,label
"삼성전자 ""1분기 실적, 시장 기대 밑돌 것""조선비즈|2019.03.26 08:53","삼성전자(005930)는 ""당초 예상보다 디스플레이와 메모리 사업의 환경이 좋지 않다""며 ""1분기 실적이 시장 기대를 밑돌 것""이라고 26일 공시했다.삼성전자는 이날 공시를 통해 ""디스플레이 사업의 경우, LCD패널 비수기 속 중국 패널업체의 공급증가로 가격 하락폭이 커졌다""고 밝혔다.이어 ""플렉시블 OLED 대형 고객사의 수요가 감소하고, 저온다결정실리콘 액정표시장치(LTPS LCD)의 가격경쟁이 지속되면서 수익성이 악화됐다""고 설명했다.삼성전자는 또 ""메모리사업도 비수기로 수요가 감소한 가운데 주요 제품들의 가격 하락폭이 예상보다 커질 것으로 보인다""고 설명했다.삼성전자는 ""어려운 경영여건을 개선하기 위해 단기적으로는 기술을 바탕으로 제품을 차별화하고, 원가경쟁력을 개선할 계획""이라고 했다.중장기적으로는 주력 사업의 경쟁력을 제고하고, 미래 지속 성장을 위해 전략적인 연구개발(R&D)에 투자하는 등 핵심역량을 강화한다는 목표다.[안소영 기자 seenrun@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
"[특징주] 아시아나항공, 재감사 적정 의견에도 급락세조선비즈|2019.03.26 09:09","아시아나항공 주가가 재감사에서 적정 의견을 받았다는 공시에도 26일 장 초반 크게 흔들리고 있다.이날 오전 9시 6분 현재 유가증권시장에서아시아나항공(020560)은 전날보다 15.22%(615원) 하락한 3425원에 거래되고 있다.이날 아시아나항공은 재감사 결과 적정 의견을 받았다고 공시했다. 지난 22일 ‘감사범위 제한으로 인한 한정’ 의견이 담긴 감사보고서를 제출한 지 나흘 만이다.이에 따라 아시아나항공의 2018년 확정 실적은 연결기준 매출액 7조1834억원, 영업이익 282억원이 됐다. 전년 대비 매출액은 8.9% 증가하고 영업이익은 88.5% 감소한 수치다. 당기순순실은 1959억원으로 전년 대비 적자 전환했다.[전준범 기자 bbeom@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
"금호산업 ""아시아나항공 '적정'에 따라 금호산업도 '적정' 감사""조선비즈|2019.03.26 09:14","금호산업은 자회사인 아시아나항공이 재감사를 통해 ‘적정의견’의 감사보고서를 받아 모기업인 금호산업도 ‘적정의견’의 감사보고서를 금융감독원에 제출했다’고 26일 밝혔다.금호산업은 ""자회사인 아시아나항공의 충당금 추가 설정으로 일시적으로 비용이 증가하지만, 중장기적으로는 손익이 개선되는 효과로 회계적인 부담과 재무 변동이 줄어들 것으로 예상된다""고 밝혔다.앞서 22일 금호산업의 자회사인 아시아나항공이 운용리스항공기 반납정비 충당금과 마일리지 충당금 추가반영 등 회계적 기준에 따른 이견으로 감사보고서와 관련해 ‘한정의견’을 받아 금호산업도 잠정적인 한정의견을 받았다.[이진혁 기자 kinoeye@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
"카카오뱅크, 앱 안에서 신청하는 주식계좌개설 서비스 출시조선비즈|2019.03.26 09:20","카카오은행은 26일 주식계좌개설 신청 서비스를 출시했다고 밝혔다. 이 서비스를 통해 카카오뱅크 앱에서 365일 주식계좌 개설 신청이 가능하다. 이는 카카오은행이 모바일 금융 플랫폼으로 성장하기 위한 첫 걸음이다.카카오뱅크는 주식계좌개설 신청 절차를 대폭 간소화했다고 밝혔다. 기존 증권사 앱 등에서 비대면 주식계좌를 개설하려면 이름과 자택주소 등의 개인정보를 별도로 입력하는 등 여러 단계의 절차를 거쳐야 했다. 하지만 카카오뱅크는 입출금 계좌개설 때 고객이 입력한 정보를 바탕으로 주식계좌개설 신청이 바로 가능하다.이번 서비스는 카카오뱅크가 한국투자증권과 손잡고 내놓은 것이다. 한국투자증권의 모회사인 한국투자금융지주는 카카오뱅크의 지분 50%를 가지고 있다. 카카오뱅크 관계자는 ""한국투자금융지주와 처음으로 협업을 해 성과를 냈다""며 ""다른 증권사와도 제휴를 늘려 모바일 금융플랫폼으로 더욱 성장해 나갈 것""이라고 했다. 기존 예대마진에 의존했던 수익구조에서 탈피해 증권사 서비스와 상품을 중계함으로써 수수료 수입을 확보하겠다는 것이다.카카오뱅크와 한국투자증권은 ‘주식계좌개설’ 서비스 제휴 기념으로 4월 말까지 다양한 혜택을 주는 이벤트를 진행한다. 이 기간에 카카오뱅크를 통해 한국투자증권 주식계좌를 만든 고객에게 카카오뱅크 계좌와 증권사 주식계좌에 최대 2만원을 입금하고, 거래금액 조건없이 국내주식 거래 시 매월 5000원을 최대 1년간 제공한다. HTS, MTS, 홈페이지 등 온라인 매체로 국내주식 거래 시 수수료 평생무료 혜택도 자동 적용된다. 단, 유관기관 제비용은 제외된다.카카오뱅크를 통해 한국투자증권 계좌개설이 완료된 고객을 대상으로 다음 날 휴대전화번호로 이모티콘 일련번호를 발송해 카카오프렌즈 이모티콘을 선착순으로 증정한다.추첨을 통해 10명에게 각 100만원 투자지원금도 제공한다. 당첨자는 4월 30일에 발표한다.[연지연 기자 actress@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
"홍남기 부총리 ""최저임금법 등 주요 법안 국회 통과해야""조선비즈|2019.03.26 09:21","홍남기 경제부총리 겸 기획재정부 장관은 26일 최저임금법과 서비스발전기본법 등 주요 법안들이 국회에서 조속하게 통과할 필요가 있다고 밝혔다.홍 부총리는 이날 정부서울청사에서 열린 국무회의 모두발언을 통해 ""그간 추진해 온 정책 노력이 결실을 맺기 위해선 주요 법안들이 3~4월 국회에서 조속히 입법화되는 것이 매우 중요하다""고 말했다.홍 부총리는 ""새로 개편된 최저임금 결정체계를 올해 안에 적용하기 위해 최저임금법이 한시라도 빨리 통과돼야 하며, 주 52시간제 근로시간 단축 중 탄력근로제 단위기간 확대를 위한 근로기준법 개정도 신속히 이뤄질 필요가 있다""고 했다.홍남기 경제부총리 겸 기획재정부 장관이 26일 정부서울청사에서 국무회의를 주재하고 있다. /기획재정부 제공홍 부총리는 이어 서비스발전기본법을 비롯해 혁신성장과 밀접한 빅데이터 활성화, 창업·벤처 활성화 및 민간투자 촉진 관련 법안의 통과도 시급하다고 강조하며 ""유치원 3법 등 민생과 직결되는 다른 주요법안들도 지체 없이 통과될 수 있도록 정부의 역량을 집중해 주시길 바란다""고 했다.홍 부총리는 내년도 예산안 편성안 지침에 대해선 ""적극적으로 재정을 운영하겠다는 기조 하에, 재원배분을 중점으로 활력이 꿈틀대는 경제, 내 삶이 따뜻한 사회, 혁신으로 도약하는 미래, 안전하고 평화로운 국민생활 등 4대 분야를 선정해 내년 예산을 중점 배분하겠다는 내용을 담았다""고 말했다. 그러면서 ""지출구조개혁, 재정혁신 등을 통해 재정건전성 관리 노력도 더 강화하겠다는 내용도 담았다""고 설명했다.[세종=김수현 기자 salmon@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
"오비맥주, 카스 병맥주 가격 56원 올린다...평균 5.3% 인상조선비즈|2019.03.26 09:23","국내 맥주업계 점유율 1위인 오비맥주가 가격인상을 단행했다.오비맥주는 다음달 4일부터 카스, 프리미어OB, 카프리 등 주요 맥주제품의 공장 출고가를 평균 5.3% 인상한다고 26일 밝혔다. 대표 제품인 카스 병맥주의 경우 500㎖ 기준 출고가가 현행 1147원에서 1203원으로 56.22원(4.9%) 오르게 된다.오비맥주의 출고가 인상은 2016년 11월(6%) 이후 2년 5개월만이다. 오비맥주 측은 ""통상 3년에 한번꼴로 맥주가격을 인상한다""며 ""주요 원부자재 가격과 제반 관리비용이 오르는 등 전반적인 경영여건을 감안할 때 출고가 조정이 불가피하다""고 말했다.오비맥주가 가격을 인상하면 하이트진로, 롯데주류 등 다른 국산 맥주 업체들도 가격을 올릴 가능성이 높다. 하이트진로 측은 ""지금 당장 가격 인상 계획은 없지만, 같은 상황에 처해있는 만큼 가격 인상 가능성도 배제할 수 없다""고 말했다.고동우 오비맥주 대표앞서 업계에서는 가격인상설이 돌자 ‘하이트진로의 신제품 출시를 견제하기 위한 목적’이라는 말이 나왔다. 주류업계 관계자는 ""가격인상설이 나오면 좀 더 저렴한 값에 사기위해 도매상들이 사재기를 한다""며 ""신제품 테라의 시장점유를 막기 위해 카스 가격인상을 검토하고 있다는 말이 나온다""고 했다.[안소영 기자 seenrun@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔증여용 급매물?… 공시가 확정 앞두고 3억 떨어진 이유는[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니",0
[단독] '씰리침대-리앤산업' 이메일 입수...라돈검출 메모리폼 업체 선정 논란조선비즈|2019.03.26 09:30,"최근 1급 발암물질 '라돈'이 검출되며 논란을 일으킨 씰리침대가 책임 소재를 놓고 협력업체인 리앤산업과 공방을 벌이고 있다. 두 회사는 라돈이 검출돼 문제가 된 회색 스폰지(메모리폼)를 납품한 협력업체 A사를 지정한 것을 놓고 서로 상대방에게 책임을 떠넘기고 있다.씰리침대는 리앤산업이 A사를 지정했다고 주장하는 반면, 리앤산업은 씰리침대가 지정했다는 입장이다. A사는 라돈이 검출된 회색 메모리폼을 대진침대에 납품한 업체이기도 하다.2013년 1월 30일 씰리 침대 임원이 OEM 하청업체인 리앤산업에 보낸 이메일.26일 업계에 따르면 씰리침대는 최초 리앤산업과 주문자상표부착(OEM) 계약을 맺으면서 침대 제작에 필요한 부품을 생산하는 업체를 지정하기로 정했다. 씰리침대가 메모리폼 업체를 지정하면 리앤산업이 그 업체로부터 메모리폼을 받아 완제품인 침대를 제작하는 방식이다.씰리침대는 2008년부터 2016년까지 리앤산업과 OEM 계약을 맺고 국내 판매용 침대를 위탁 생산해왔다. 씰리침대는 자사 여주공장이 완공된 2016년부터는 직접 침대를 생산해 판매하고 있다.라돈 검출 논란 침대는 2014년부터 2016년 사이 생산된 씰리침대다. 원자력안전위원회는 지난달 13일 씰리침대에서 라돈이 검출돼 회수 명령을 내렸다.조선비즈가 입수한 이메일에는 씰리침대 임원 B씨가 리앤산업에 메모리폼 업체를 지정했으니 이를 주문해 달라는 내용이 담겼다. 이는 리앤산업이 A사를 지정했다고 주장하는 씰리침대 측 주장과 배치되는 것이다.리앤산업 측은 ""스폰지뿐 아니라 목재, 라텍스, 포장 비닐 업체 등도 모두 씰리침대가 지정한 업체에 주문을 했다""며 ""이번에 라돈이 검출된 스폰지 업체인 A사도 씰리침대가 지정했다""고 밝혔다.이에 대해 씰리침대 측은 ""품질관리 차원에서 밀도나 경도 등에 대한 확인만 진행하고 제품 사양에 맞춰달라고 리앤산업에 협조를 요청한 것일 뿐 특정업체의 메모리폼이나 자재를 구매하라고 지정한 것은 아니다""라고 반박했다.한편, 지난 1월 13일 원자력안전위원회는 씰리침대에 사용된 회색 메모리폼에서 라돈 위험성이 알려진 모자나이트가 검출돼 ‘생활주변방사선안전관리법’의 안전기준을 초과했다며 회수 명령을 내렸다. 씰리침대는 이에 대한 후속조치로 라돈 검출 위험성이 있는 500여개 제품을 리콜했다. 현재 원안위는 씰리침대 회색 메모리폼에 라돈이 검출된 경위를 조사 중이다.[심민관 기자 bluedragon@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔증여용 급매물?… 공시가 확정 앞두고 3억 떨어진 이유는[단독] 씰리침대 거짓주장 확인… '라돈부품 업체' 직접 선정건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
부천 영상문화사업단지 복합개발사업 공모제안서 최종 마감조선비즈|2019.03.26 09:31,"부천시가 ‘영상문화산업단지 복합개발사업’ 관련 25일 공모제안서 제출 마감을 시작으로 본격사업 진행에 시동을 걸 예정이다.‘부천 영상문화산업단지 복합개발사업’은 부천시가 보유하고 있는 다양한 문화 콘텐츠를 기반으로 복합개발을 추진하여 영화・만화・영상(방송)・문화산업 컨텐츠를 활성화하는 등 체계적이고 창의적인 단지 조성에 중점을 두고 있다. 부천시 원미구 길주로 1(상동 529-38 등) 일원 총 382,743.1㎡ 면적에 한국만화영상진흥원(예정)과 웹툰융합센터(예정)가 들어서는 공공지원업무용지와 스마트 융·복합단지, 복합시설용지로 구성된다.사진:부천 영상문화산업단지 복합개발사업 예정부지 전경‘부천 영상문화산업단지 복합개발사업’을 위한 민간사업자 공모제안서를 접수 마감한 결과 6곳이 최종 사업계획서를 제출한 것으로 알려졌다. 제출한 6개 컨소시엄은 대우건설, GS건설, 신한금융투자증권, 한국토지신탁, 호반건설, 대명화학이다.대우건설 컨소시엄 관계자는 ""대규모 복합개발 경험이 있는 대우건설, 포스코건설, SK건설, 신영, NH투자증권, 산업은행으로 구성되어 사업수행능력에 자신이 있다""라며 ""특히, 영상문화산업단지뿐만 아니라 단지 주변까지 아우르는 문화시설 및 문화 콘텐츠의 개발 프로그램을 ‘CJ케이밸리’의 컨설팅을 통해 제공받아 제안했다""라고 말했다.부천시는 사업계획서 제출 마감을 시작으로 이달 말 또는 내달 초 심사를 통해 개발계획, 사업수행능력, 공공기여 방안, 관리운영계획, 가격평가 등을 평가해 우선협상대상자로 선정할 예정이다.[콘텐츠부]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
"삼성전자, 동남아서 'QLED TV' 라인업 공개…""프리미엄 시장 잡을 것""조선비즈|2019.03.26 09:32","25일부터 이틀간 싱가포르에서 열린 ‘삼성 동남아 포럼 2019’에 참석한 미디어 관계자들이 삼성전자의 QLED 8K TV 앞에 모여 촬영하고 있다. /삼성전자삼성전자가 25일부터 이틀간 싱가포르에 위치한 리조트 월드 센토사에서 ‘삼성 동남아 포럼 2019’를 개최하고 ‘QLED(양자점발광다이오드) 8K(초고화질·4K보다 4배 선명)’ 등 동남아시아 소비자를 위한 2019년형 ‘QLED TV’ 전 라인업을 공개했다고 26일 밝혔다.올해 10주년을 맞는 ‘삼성 포럼’은 삼성전자가 지역별로 신제품·신기술 정보와 사업전략 등을 거래선과 공유하는 행사다. 행사에는 역내 주요 거래선과 미디어 800여명이 초청됐다.삼성전자는 동남아 시장에서 ‘QLED 8K’는 98인치부터 65인치까지, ‘QLED 4K(초고화질)’는 82인치에서 43인치까지 다양한 기능·디자인에 따라 총 6개 시리즈 20여개 모델을 선보이고 3월 말부터 본격 판매에 들어갈 예정이라고 밝혔다.지난해 동남아 지역 QLED TV 매출이 전년과 비교해 2배 이상 성장하면서 라인업을 강화했다고 회사 측은 설명했다. 삼성전자는 2018년 기준 동남아시아 TV 시장에서 약 35% 점유율로 1위를 차지하고 있다.삼성전자는 이번 행사에서 마이크로 LED(발광다이오드) 기술 기반의 146인치 베젤이 없는 모듈러(조립식) 스크린 ‘더월(The Wall)’을 전시하고, 동남아 수퍼 리치 고객을 대상으로 럭셔리 홈 시네마 시장 공략에도 나섰다.삼성전자 관계자는 ""더월은 사용 목적과 공간 특성에 맞게 146인치(4K)부터 292인치(8K)까지 다양한 사이즈와 형태로 설치할 수 있어 고급 주택·별장·리조트 등 새로운 럭셔리 시장을 개척하는 데 큰 역할을 할 것으로 기대된다""고 말했다.삼성전자는 동남아 지역에서 소득 수준이 높은 싱가포르·호주 등에서 대형 터치패드 스크린과 차별화된 인공지능(AI), 사물인터넷(IoT) 기능으로 인기를 끌고 있는 ‘패밀리허브’ 냉장고의 2019년형 신모델도 공개했다. 또 600리터급 양문형 냉장고 새 모델을 선보이기도 했다.삼성전자 동남아총괄 이상철 부사장은 ""이번 행사를 통해 동남아 지역에서의 프리미엄 시장 성장 가능성을 다시 한 번 확인했다""고 말했다.[장우정 기자 woo@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
"현대로템 ""2022년 매출 4조원, 영업이익률 5% 달성""조선비즈|2019.03.26 09:39","현대로템(064350)은 오는 2022년 매출액 4조원, 영업이익률 5%를 달성하겠다는 경영목표를 수립했다고 26일 공시했다.현대로템은 26일 경기 의왕시 본사에서 ‘2027 비전 선포식 및 사업실천 결의회’를 열고 창립 50주년을 맞는 2027년까지 미래발전 방향을 공개했다.현대로템은 경영목표를 달성하기 위해 수소전기 철도차량, 자동차 전기구동 부품, 로봇 등 신사업 수주 비중을 10%로 확대한다는 계획이다. 연구개발(R&D) 연평균 성장률도 30%를 달성하겠다는 목표다.사업부문별 매출 목표는 철도 2조 4000억원, 방산 9000억원, 플랜트 7000억원 등이다.[안소영 기자 seenrun@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.혁명이라던 3D 프린팅, 품질·소재 한계에 업계도 업종 바꿔[단독] 신한카드, 아시아나 카드값 현금화… 투자자 수백억 날릴 판[단독] 서울대 원자핵공학과 입학생 6명 자퇴… 탈원전 탓?건군이래 예산 최대… 한국형 전투기 준비로 바쁜 사천 가보니1046실 분양에 고작 5건… 전국 오피스텔 청약 찬바람만",0
