title,body,label
"유키스 기섭, 정유나와 24일 결혼 ""두번 다시 없을 사람..평생♥"" 자필편지(전문)[종합]","[OSEN=김은애 기자] 유키스 기섭(29)과 배우 겸 뷰티 모델 정유나(29)가 결혼한다. 동갑내기 연인에서 부부가 되는 것.1일 해피메리드컴퍼니에 따르면 기섭과 정유나는 오는 24일 서울 모처에서 결혼식을 올린다.결혼식은 주례 없이 진행되며 개그맨 김용명이 사회를 보고 허각이 축가를 부른다. 신혼여행은 하와이로 5박 7일 떠나며 신접살림은 서울 강남에 차릴 예정이다.기섭은 1일 자신의 SNS에 직접 결혼 소감을 밝혔다. 그는 예비신부 정유나에 대해 “평생 함께하고 싶은 사람을 만났다. 내 인생에 있어서 두 번 다시없을 소중한 사람”이라며 “오랜 시간 동안 늘 한결같이 나만을 바라봐 준 그녀를 위해 지금부터는 내가 그녀의 행복을 책임지고 싶다”고 밝혔다.그러면서 기섭은 “아름다운 나날들을 걸어가기 위해 결혼을 약속하게 됐다. 같은 곳을 바라보기로 맹세한 만큼 더 겸손하고 책임감 있는 사람이 되겠다”고 각오를 다졌다.또한 기섭은 “항상 사랑해주시고 믿어주신 팬 여러분의 감사한 마음을 절대 잊지 않고, 행복하게 살겠다. 앞으로 새로운 도전과, 여러분들 앞에 좋은 모습으로 보답하겠다”라며 “두 사람이 함께하는 아름다운 나날에 많은 축복과 응원을 보내 주시면 감사하겠다”고 당부했다.결혼 발표와 함께기섭, 정유나의 웨딩화보도 공개됐다. 기섭과 정유나는 눈부신 비주얼을 자랑해 팬들의 축하를 받고 있는 상황이다.한편, 기섭은 2009년 유키스 멤버로 연예계에 데뷔했으며 가수와 의류사업가를 병행 중이다. 현재 사회복무요원으로 대체 복무 중인 그는 2021년 1월 소집해제 예정이다.다음은 유키스 기섭 결혼 소감 전문.안녕하세요. 기섭입니다.먼저 여러분들께 전해드릴 말씀이 있어서 글을 쓰게 되었습니다.갑작스러우시겠지만 이렇게 글을 쓰게 된 이유는 제가 평생 함께하고 싶은 사람을 만나게 되었기 때문입니다. 그녀는 제 인생에 있어서 두 번 다시없을 소중한 사람입니다. 오랜 시간 동안 늘 한결같이 저만을 바라봐 준 그녀를 위해 지금부터는 제가 그녀의 행복을 책임지고 싶습니다.그래서, 저는 그녀와 아름다운 나날들을 걸어가기 위해 결혼을 약속하게 되었습니다. 같은 곳을 바라보기로 맹세한 만큼 더 겸손하고 책임감 있는 사람이 되겠습니다.항상 저를 사랑해주시고 믿어주신 팬 여러분의 감사한 마음... 절대 잊지 않고, 행복하게 살겠습니다. 앞으로 새로운 도전과, 여러분들 앞에 좋은 모습으로 보답하겠습니다.저희 두 사람이 함께하는 아름다운 나날에 많은 축복과 응원을 보내 주시면 감사하겠습니다.-기섭 올림- /misskim321@osen.co.kr[사진] 유키스 기섭 SNSenter.read.font.util.init();",1
"이훈 ""데뷔 26년차? 기고만장했다..백종원 보며 프로정신 배워"" [화보]","[OSEN=박소영 기자] 이훈이 자신의 인생을 되돌아봤다.1994년 데뷔해 어느덧 26년 차 배우가 된 이훈은 최근 bnt와 인터뷰에서 연기는 물론 각종 예능에서 활약했던 자신의 모습을 기고만장, 오만방자라고 회상했다. 사업 실패 후 자신을 돌아보고 프로 정신이 없던 과거가 부끄럽다 얘기하기도 했다. 부족했던 연기 실력에 후회돼 신인처럼 최선을 다해 준비하고 있다고.이제는 후회 없을 연기를 펼치며 ‘성실한 연기자’라는 수식어가 어울릴 만큼 책임감을 느끼고 열심히 하는 연기자가 되고 싶다는 포부를 밝히기도 했다. 연기자로서 대중들의 사랑을 받아 그 힘으로 해외 진출도 하고 싶다고 말했다.그런 그를 보면서 정말 ‘뭐든 열심히 한다’라는 말이 떠올랐다. 자신을 누구보다 객관적으로 평가하고 채찍질하며 더 열심히 하기 위해 노력하는, 괜히 26년 차 배우가 아닌 거다. 사실 기고만장, 오만방자가 아닌 근면 성실에 더 가까운 사람이라고 할 수 있겠다.용인대학교 유도경기지도학과에 15학번에 진학했다는 그는 “실력이 부족하다 보니 수업 듣는데 차이가 나서 부끄럽다”고 답했다. 한 가지에 끝장을 못 보는 성격 탓에 유도는 평생을 깊이 있게 하기 위해 대학에 진학했다고. 운동을 즐기는 그는 잡생각을 않기 위해 운동을 한단다. 한계를 뛰어넘었을 때 정신이 맑아지며 힐링이 된다고 말했다. 이어 식단 관리도 하고 있냐 묻자 20년 정도 관리를 해왔다며 약속이 없을 때는 닭가슴살, 샐러드를 먹는단다.연기하고 싶은 캐릭터에 대한 질문에는 “없다. 어떤 역할이든 잘해야 하는 게 중요하다”고 말했다. 유도 액션 영화에 도전하고 싶어 시나리오를 쓰는 중이라고 덧붙이기도 했다. 출연하고 싶은 예능 프로그램에 대해 묻자 SBS ‘정글의 법칙 in TONGA’ 출연 당시를 회상하며 탐험하고 도전하는 프로그램에 출연하고 싶다고 답했다.얼마 전 SBS ‘백종원의 푸드트럭’에 출연한 그는 자신감이 낮은 상태였으나 응원해주러 오는 팬들에 감동해 많은 것들을 이겨낼 수 있게 해준 프로그램이라고 말했다. 완벽한 준비성을 가진 백종원을 보며 프로 정신을 배우기도 했다고.쾌활한 이미지의 그에게 평소 성격을 묻자 밖에서는 밝은 척하지만 집에서는 거의 대화도 하지 않는다고. 이어 집에서 가족들에게는 어떤 모습인지 묻자 “0점 남편, 0점 아빠다”며 바쁘다는 핑계로 가족들을 챙겨주지 못해 미안하다는 마음을 전했다.마지막으로 2019년 목표를 묻자 “우리는 시청자들이 없으면 의미가 없다. 지금 하는 작품들이 다 사랑받았으면 좋겠다”고 말했다./comet568@osen.co.kr[사진] bntenter.read.font.util.init();",1
"""영혼의 갑을관계""..'악마가' 늙어버린 정경호, 박성웅 앞 멘붕 [Oh!쎈 컷]","[OSEN=박소영 기자] ‘악마가 너의 이름을 부를 때’ 정경호는 영혼을 지킬 수 있을까.첫 방송부터 시청자들의 영혼을 제대로 강탈한 tvN 새 수목드라마 ‘악마가 너의 이름을 부를 때’(연출 민진기, 극본 노혜영 고내리, 제작 (주)이엘스토리/ 이하 ‘악마가(歌)’)가 2회 방송을 앞둔 오늘(1일), 위기에 빠진 하립(정경호 분)과 김이경(이설 분)의 모습을 포착해 호기심을 증폭했다.‘악마가’는 악마와의 영혼 매매 계약을 통해 무명의 포크가수에서 스타 작곡가가 된 하립의 이야기를 유쾌하고 긴박감 넘치게 풀어내며 시청자들을 사로잡았다. ‘리셋’된 인생으로 10년 동안 부와 명예를 누린 하립. 계약 만료를 앞두고 ‘영혼 방어전’에 나선 그와 영혼을 회수하러 나타난 악마 모태강(박성웅 분)의 밀고 당기는 모습은 폭소를 자아냈다. 하립의 짠내 폭발하는 ‘영혼 사수기’가 계속되는 가운데, 운명처럼 나타난 김이경의 존재는 호기심을 자극했다. 하립의 노래를 ‘내 노래’라고 말하며 억울함을 주장한 김이경. 덕분에 하립은 처음으로 자신의 영감과 재능을 의심하기 시작했다. 그러던 중, 괴한에게 머리를 맞고 쓰러진 하립이 사망 선고를 받는 충격 반전은 다음 전개에 관한 궁금증을 증폭했다.그런 가운데 공개된 사진 속, 서동천으로 다시 돌아간 하립의 모습에 이목이 집중된다. 본래 모습이었던 서동천으로 악마 모태강과 마주한 하립. 그간 누렸던 부와 명예, 젊음은 모두 사라지고 초라한 단칸방에 앉아 있는 그의 모습이 흥미롭다. 무엇보다 젠틀하고 능청스런 모습은 온데간데없고 서늘한 눈빛으로 서동천을 위협하는 모태강의 아우라가 소름을 유발한다. 겁에 질린 듯 다리가 풀린 서동천에게 무슨 일이 일어났는지, 그가 영혼을 사수할 수 있을지 순탄치 않은 앞날이 예고된다. 함께 공개된 사진에는 하립과 영혼 깊숙이 얽힌 김이경의 위기도 포착됐다. 돈 봉투와 함께 바닥에 주저앉아 있는 김이경. 초라하게 꺾인 천사 날개는 불운이 반복되는 김이경의 안타까운 처지를 실감케 하며 궁금증을 높인다.오늘(1일) 방송되는 ‘악마가’ 2회에서는 하립이 받았던 영감의 비밀이 드러난다. 달콤하고 치명적이었지만, 큰 숙제를 남긴 ‘악마의 유혹’은 무엇이었을지 궁금증이 쏠린다. 하립과 얽힌 김이경의 과거도 한 꺼풀 더 베일을 벗는다. 계속되는 불운으로 꿈마저 포기하려는 김이경과 영혼 계약만료를 앞둔 채 사망 선고를 받은 하립의 초절정 위기가 궁금증을 자아낸다. ‘악마가’ 제작진은 “영혼 회수 위기에 놓인 하립에게 반전이 찾아온다. ‘영혼의 갑을관계’로 얽힌 정경호, 박성웅의 하드캐리도 본격적으로 펼쳐지니 기대해도 좋을 것”이라고 전했다.‘악마가 너의 이름을 부를 때’ 2회는 오늘(1일) 밤 9시 30분 tvN에서 방송된다./comet568@osen.co.kr[사진] tvNenter.read.font.util.init();",1
"'우아한 가' 임수향, 상위 0.001% 초재벌 상속녀 '첫 포스'[Oh!쎈 컷]","[OSEN=최나영 기자] ""'쎈캐' 컴백!""MBN-드라맥스 새 수목드라마 ‘우아한 가(家)’ 임수향이 철옹성 재벌가를 뒤흔드는 예측 불가능한 상위 0.001% 초재벌가 외동딸 모석희의 첫 포스를 드러냈다.‘우아한 가(家)’(극본 권민수, 박민경 / 연출 한철수 / 제작 삼화네트웍스)는 15년 전 살인사건으로 엄마를 잃은 대기업 상속녀와 돈은 없어도 근성은 최고인 진국 변호사가 만나 ‘그날’의 진실을 파헤쳐 가는 이야기. 끔찍한 비밀과 뭉클한 사랑이 뒤엉키는 미스터리 멜로드라마로, 방송 사상 최초로 물밑에서 은밀히 재벌 일가의 사건사고를 수습하는 자들, 일명 ‘오너리스크 팀’이 그려진다.임수향은 극 중 대한민국 최고 기업 MC그룹 외동딸 모석희 역을 맡았다. 모석희(임수향)는 외모, 두뇌, 그리고 재력까지 갖춘 완벽한 인생의 소유자임에도 불구하고 늘 예측불허의 삐딱함을 발동해 판을 뒤엎어버리는, MC그룹 내 최악의 골칫덩이. 특히 탐욕과 위악의 정곡을 짚어내는 명민함과 불이익 앞에서는 어김없이 발휘되는 엄청난 집념으로 MC일가의 혀를 내두르게 만든다.하지만 모석희는 겉으로는 막무가내로 행동할지언정 속으로는 15년 전 비명횡사한 엄마의 죽음을 둘러싸고 와신상담하는 캐릭터. 그런 와중 스펙은 없어도 우직한 변두리 동네 삼류 변호사 허윤도(이장우)를 만나 의문을 하나씩 풀어나가기 시작한다.이와 관련 임수향이 아름다움과 불량함을 동시에 갖춘 모석희에 완벽히 몰입한 첫 촬영 현장이 공개됐다. 극중 옐로 블라우스와 베레모를 쓴 모석희(임수향)가 속을 알 수 없는 얼굴로 맞은편 상대에게 작은 쪽지 하나를 불쑥 내미는 장면. 단호한 표정과 단정한 몸짓에서 흔들림 없는 강단이 표출되는 가운데, 과연 모석희가 만난 인물과 쪽지의 정체는 무엇일지 궁금증을 유발한다.임수향의 ‘첫 포스’ 장면은 지난 5월 23일 서울시 마포구에서 촬영됐다. 임수향은 첫 촬영에 들뜬 마음으로 웃음을 한가득 머금은 채 촬영장에 들어섰던 상황. 강렬한 색감의 의상을 맵시 있게 소화한 임수향에게 스태프들의 칭찬이 쏟아지자, 임수향은 부끄러운 듯 미소 지으면서도 이내 본격적인 리허설에 돌입했다.이어 임수향은 목소리부터 호흡까지 완벽하게 모석희로 분해 평소의 털털한 모습과는 180도 다른 날선 열연을 펼쳤다. 속 깊은 감성의 복합적인 모석희를 성실한 몰입과 집중력으로 완성해내는 열연으로 현장의 기대감을 끌어올렸다.특히 임수향은 “인연이 가득한 드라마”라며 “단막극을 함께했던 한철수 감독님, ‘아이두 아이두’ 이후 8년 만에 다시 만난 이장우 씨, 팬이었던 배종옥 선배님은 대학교 교수님으로 처음 인사드린 후 마침내 함께 하게 됐다. 그래서 더욱 설레는 마음으로 즐겁게 촬영하고 있다”라고 기쁜 마음을 감추지 못했다. 나아가 “모석희는 모든 걸 마음대로 할 수 있는 재벌 상속녀처럼 보이지만, 한편으로는 15년간 홀로 슬픔을 견뎌야 했던 반전 캐릭터이기도 하다. 다채로운 모습을 보여드릴 석희의 매력에 많은 기대 부탁드린다”라고 밝혔다.제작사 삼화네트웍스 측은 “임수향은 생애 첫 미스터리 멜로드라마 도전임에도, 완벽한 연기를 보이고 있다”라며 “눈빛부터 목소리까지 빈틈없이 준비해 펼쳐내는 임수향의 열연, 그리고 ‘우아한 가(家)를 기대해 달라”고 전했다.21일 오후 11시에 첫 방송. / nyc@osen.co.kr[사진] 삼화네트웍스enter.read.font.util.init();",1
"'김보경 물오른' 울산, 제주 상대로 14경기 연속 무패 도전","20190730/하나원큐 K리그1 2019/울산현대 vs FC서울/3:1 울산승/56분 김보경득점/울산종합운동장/PHOTOLUDENS_kimsukjin[OSEN=서정환 기자] 울산 현대가 제주 유나이티드를 상대로 원정 승리 사냥에 나선다.울산은 3일 오후 7시 30분 제주월드컵경기장에서 제주와 하나원큐 K리그1 2019 24라운드 경기를 치른다. 현재 15승 6무 2패를 기록, 승점 51점으로 리그 선두를 달리고 있다.지난 7월 30일 울산은 홈에서 FC서울에 3-1 승리를 거뒀다. 후반 김보경이 발과 머리로 두 골을 터트렸고, 황일수의 쐐기포를 더하며 막강화력을 뽐냈다. 특히 3년 6개월만에 울산 복귀전을 가진 골키퍼 김승규는 후반 25분 정확한 골킥으로 황일수의 골을 돕는 등 경기 내내 안정감을 더했다.최근 울산의 기세는 무섭다. 13경기 9승 4무로 패배를 잊은 지 오래다. 총 41골을 넣었고, 19실점밖에 하지 않았다. 전체 득점 2위, 최소 실점 1위로 공수 균형을 이뤘다. 이번에 만날 제주는 10위로 경남FC, 인천유나이티드와 힘겨운 강등 싸움을 벌이고 있다. 하지만 여름 이적 시장에서 선수 보강으로 전력을 강화했고, 최근 4경기에서 무패(1승 3무) 중이다. 쉽지 않은 원정길이 예상되는 이유이다.제주가 영입한 선수 중 한 명은 지난달 24일 상주상무전까지 골문을 지켰던 오승훈이다. 김승규의 가세로 제주행을 택한 오승훈은 이적 후 처음 나선 전북전에서 선방쇼로 팀에 값진 승점 1점을 선사했다. 이제 울산은 옛정을 잠시 접어두고 오승훈이 지키고 있는 골문을 뚫어야 한다. 공격에선 윤일록이 상승세를 타고 있다. 최근 4경기에서 6골을 기록하며 무서운 페이스를 보이고 있어 견제가 필요하다.울산은 현재 김보경과 주니오가 9골로 나란히 득점 공동 2위에 올라 있다. 둘을 주축으로 주민규, 황일수, 이근호, 김인성도 언제든 상대 골망을 흔들 준비가 됐다. 적응을 마친 김승규는 후방에 더욱 안정을 더할 것으로 보인다. 울산은 이번 시즌 제주와 두 차례 맞대결에서 각각 2대1, 3대1로 승리한 좋은 기억도 있다.김승규는 “그동안 (오)승훈이 형이 잘해줘 부담이 된 것도 사실이다. 하지만 서울전을 통해 자신감을 갖게 됐다. 선방으로 울산에 승리를 안기겠다”고 다짐했다.김도훈 감독은 “매 경기 결승처럼 최선을 다해 준비한다. 제주전도 마찬가지다. 무패를 의식하지 않는다. 선수들이 가진 역량을 발휘, 우리 플레이를 펼쳐 승리하겠다”고 출사표를 던졌다. / jasonseo34@osen.co.kr[사진] 울산 현대 제공enter.read.font.util.init();",1
"문지애, '악마가' 특별출연 소감 ""앵커석 부담없이 앉아 봤다"" [★SHOT!]","[사지=문지애 SNS] 문지애(중앙)가 '악마가 너의 이름을 부를 때' 첫 방송에 등장한 뉴스 세트 현장을 공개했다.[OSEN=연휘선 기자] 아나운서 출신 방송인 문지애가 '악마가 너의 이름을 부를 때' 첫 방송에 특별 출연한 소감을 밝혔다.문지애는 지난달 31일 밤 개인 SNS에 사진 한 장을 게재했다.공개된 사진에는 문지애가 이날 첫 방송된 tvN 수목드라마 '악마가 너의 이름을 부를 때' 1회에 등장한 생방송 뉴스 인터뷰 세트에 있는 모습이 담겼다. 뉴스 앵커 자리에 앉아 카메라를 향해 웃는 문지애의 모습이 MBC 아나운서 시절 '뉴스데스크' 진행 당시를 떠올리게 하며 익숙한 분위기를 자아냈다.문지애는 '악마가 너의 이름을 부를 때' 1회에서 주인공 하립(정경호 분)과 생방송 뉴스 인터뷰를 진행하는 앵커로 특별 출연했다. 극 중 문지애는 성공한 작곡가 하립에 대한 혹평을 전하며 심경을 물었다. 이에 발끈한 하립이 자신만의 뮤즈를 찾아 매달 신곡을 발표하겠다고 선언해 소속사 대표 지서영(이엘 분)조차 경악하며 극 전개의 발단을 제공했다.이와 관련 문지애는 ""드라마 #악마가 너의 이름을 부를 때 오늘(지난달 31일) 첫 방송됐다""며 ""연기 도전 아니고 늘 해오던 일이었으니 연기라 생각 말자, 앵커석에 부담 없이 앉아봤다""고 밝혔다. 또한 그는 ""가까이에서 처음 본 배우 분들의 치밀하고 디테일한 연기에 감탄한 순간이었다""며 ""#정경호 #이엘""의 해시태그들을 덧붙였다.문지애는 2006년 12월 MBC 아나운서로 데뷔했다. 그는 MBC 재직 당시 '뉴스데스크' 앵커로 활약하며 방송사 간판 아나운서로 주목받았다. 2013년 4월 퇴사한 그는 프리랜서 방송인으로 활약 중이다. / monamie@osen.co.krenter.read.font.util.init();",1
"H.O.T 강타, 우주안→정유미까지..1일 2열애설 ""사실 아냐""(종합)[Oh!쎈 이슈]","[OSEN=김보라 기자] 가수 강타(41)가 오늘 오전 레이싱모델 한가은(30, 예명 우주안)과의 열애설을 해명한 가운데, 오후에는 배우 정유미(37)와 또 한 차례 열애설에 휩싸였다. 하루에 두 번 열애설이 보도된 것.강타의 소속사 SM엔터테인먼트 측 관계자는 1일 오후 OSEN에 “정유미와의 열애설은 사실이 아니다”라며 “두 사람 모두 친한 동료일 뿐""이라고 밝혔다.정유미의 소속사 측 관계자도 이날 오후 OSEN에 “(강타와) 열애설은 사실이 아니다”라며 “친한 동료 사이”라고 밝혔다.정유미는 지난해 3월 방송된 한 예능 프로그램에 출연해 중학교 3학년인 16세에 H.O.T. 강타를 보기 위해 서울로 왔었다고 밝혔던 바. HOT의 팬이었던 그녀는 연예인이 된 후 강타와 절친한 동료로 지내고 있다.이날 앞서 강타의 소속사 SM엔터테인먼트 측 관계자는 강타와 한가은의 열애설에 대해 “몇 년 전 이미 끝난 인연으로, 상대방(한가은)이 실수로 영상을 올렸다가 삭제했다고 들었다”고 밝혔다.이날 새벽 한가은은 자신의 SNS에 럽스타그램이라는 해시태그와 함께 강타의 SNS 계정을 태그하며 함께 찍은 영상을 게재해 네티즌들의 관심을 모았다.해당 영상을 보면, 강타와 한가은이 찜질방에 나란히 누워서 다정하게 카메라를 응시하고 있다. 이로 인해 두 사람이 사귀는 관계가 아니냐는 의문이 제기됐지만 한가은이 해당 게시물을 곧바로 삭제하면서 해프닝으로 종결됐다./ watch@osen.co.kr[사진] OSEN DBenter.read.font.util.init();",1
"'잠실 복귀' 이랜드, K리그 홍보대사 BJ 강은비 뜬다","[사진] 이랜드 제공.[OSEN=이인환 기자] 서울 이랜드는 오는 4일 오후 8시 잠실 주경기장(이하 레울파크)에서 부천과의 하나원큐 K리그2 2019 22라운드 경기를 갖는다.레울파크에서 3월 9일 홈경기를 치른 이후 무려 150일여 만에 레울파크로 돌아온 서울 이랜드 FC는 ‘COME BACK HOME’을 타이틀로 다양한 이벤트를 준비하여 오랜 시간 기다려준 팬들과 소통할 계획이다.메인 게이트인 호돌이 광장에서는 이랜드 선수들의 '웰컴 하이파이브'로 레울파크를 방문해주시는 팬들을 맞이하고 다양한 상품이 제공되는 '룰렛 이벤트'로 팬들에게 즐거움을 선사할 예정이다.경기 전에는 특별한 이벤트가 준비되어 있다. 창단부터 구단과 함께해준 '파운더스' 팬들을 위해 선수들이 직접 쓴 손편지와 기념 머플러를 전달하며 감사의 마음을 전달할 예정이다.지난 7월 21일 K리그2 20라운드 아산과의 원정경기에서 K리그 데뷔전을 치른 강정묵 선수의 프로데뷔 기념식이 예정됐다.이어서 체험형 이벤트로 시행되는 11vs100 축구 사전 매치를 진행하여 어린이들에게 색다른 경험도 선사할 계획이다.이날 경기장에는 K리그 콘텐츠 홍보대사인 아프리카TV BJ 강은비가 방문하여 구단에서 체험할 수 있는 1일 아나운서 활동과 매치볼 딜리버리 등 다양한 프로그램에 참여하고 팬들과 함께 경기를 관람하며 레울파크의 분위기를 한층 업(UP)시킬 예정이다.아울러, 서울 이랜드 FC는 레울파크 홈 경기를 기다려주신 팬들을 위해 7월 30일 ‘COME BACK HOME’ 티켓을 출시하였다.8월 5경기 중 3경기를 자유롭게 선택하여 관람할 수 있는 티켓 권종으로 정가대비 성인 기준 약 67% 저렴하다.  /mcadoo@osen.co.krenter.read.font.util.init();",1
"'축구 보면서 바캉스 가자' 제주유나이티드, 3일 울산전 워터 카니발 개최","[OSEN=서정환 기자] 제주유나이티드(SK 에너지 축구단, 이하 제주)가 울산 현대전에서 워터 카니발 이벤트와 함께 시원한 축캉스(축구+바캉스)를 선보인다.제주는 3일 오후 7시 30분 제주월드컵경기장에서 열리는 하나원큐 K리그1 2019 24라운드 홈 경기에서 울산과 격돌한다. 여름 이적시장에서 대대적인 전력 보강을 마친 제주는 최근 4경기 연속 무패(1승 3무)를 기록하며 분위기 반전에 성공했다. 비록 상대는 리그 1위 울산이지만 제주의 반전 드라마는 이번에도 해피앤딩(Happy Anding)을 꿈꾼다.이미 제주 극장은 흥행 준비를 마쳤다. 무더운 더위와 스트레스를 한방에 날려보낼 워터 카니발 이벤트가 제주 팬들을 축캉스로 초대한다.이번 제주유나이티드가 마련한 워터카니발 중 눈에 띄는 것은 최초로 시도되는 POOL석을 운영한다는 점이다. E석 광장에 필드가 보이는 시야로 15개가 배치된 POOL석은 물놀이를 하며 축구까지 볼 수 있는 축캉스의 끝판왕이 될 것으로 전망된다.POOL석 이용 신청은 누구나 가능하다. 자신의 SNS 또는 구단 홈페이지 Real Orange 12 팬포토에 #제주유나이티드 #워터카니발 태그 문구와 함께 홈경기 직관 사진을 업로드하면 8월 2일 추첨을 통해 15팀을 선정한다.당첨되지 않았다고 실망할 필요는 없다. E석 광장에는 대형 POOL까지 설치돼 누구든지 다양한 물놀이 이벤트를 만끽할 수 있다. 탈의실까지 완비해 편의를 제공한다.(수건, 여벌옷 등 개인지참)제주 구단 관계자는 ""무더운 여름을 맞아 제주 팬들에게 더 많은 즐거움과 혜택을 주기 위해 제주월드컵경기장을 워터 카니발 축제장으로 바꾸기로 했다. 특히 제주는 가족 단위 팬들이 많은데 제주월드컵경기장이 새로운 여가문화의 장소가 됐으면 좋겠다""라고 말했다. / jasonseo34@osen.co.krenter.read.font.util.init();",1
"‘구단 마스코트가 사인회’ 성남, 홈경기 이색 이벤트 화제","[사진] 성남 제공.[OSEN=이인환 기자] ‘구단 마스코트가 사인회를 한다!?’ 지난달 30일 성남과 상주와의 경기 전 열린 이색 팬사인회가 화제다.7월 30일 오후 7시 30분 탄천종합운동장에서는 ‘하나원큐 K리그1 2019 23라운드’ 성남과 상주의 경기가 열렸다.이날 경기에서는 경기 전 성남을 대표하는 마스코트 까오, 까비가 직접 펜을 잡고 팬들에게 사인을 해주는 이색적인 풍경이 연출됐다.통상적으로 각 구단들은 경기 전, 경고 누적이나 부상 등의 이유로 경기에 출전하지 않는 선수가 팬들과 만나는 행사를 진행한다. 그러나 성남은 기존 틀에서 벗어난 새로운 팬사인회를 준비해 홈팬들을 맞았다.까오까비는 홈경기마다 경기장 관중석을 돌며 응원을 주도하 함께 사진을 찍어주는 등 관중들과 함께 호흡한다. 경기장을 찾는 성남 팬들이라면 누구나 알만한 구단의 대표 마스코트였다.까오까비의 팬 사인회 소식에 팬들의 반응 역시 폭발적이었다. 팬들은 하나둘씩 모여들었고 까오까비의 사인을 받기 위해 유니폼, 팬북 등을 준비해 온 팬들의 모습은 색다른 즐거움을 주었다.경기 시작 1시간 전부터 시작된 팬사인회는 어린이 팬들을 포함해 이색적인 사인회를 즐기려는 커플 등 다양한 연령대의 팬들의 모여 성황을 이뤘다.팬들은 사인을 받고 함께 셀카를 찍는 등 즐거운 시간을 가졌으며 시간 관계 상 줄을 중간에 끊을 만큼 사인회는 40분 내내 이어졌다.구단은 마스코트 사인회라고 해서 행사장이 텅텅 비면 어쩌나 하는 걱정이 있었지만 걱정은 기우였다.성남은 까오까비 팬사인회 뿐만 아니라 더위탈출을 위한 워터건 사격 이벤트, 슈팅 게임, 슬러시 빨리 먹기 대회 등을 준비해 화요일 저녁, 경기장을 찾은 팬들에게 다양한 즐길 거리를 제공하는데 성공했다.성남은 앞으로도 다양한 홈경기 마케팅을 통해 팬 유치에 나설 예정이다./mcadoo@osen.co.kr[사진] 성남 제공.enter.read.font.util.init();",1
